contract,mutation_type,pattern,delta,target_var,f90_width,converged,num_intervals,exec_time,status
HubPool_c,sub_to_add,diff,1,pooledTokens[l1Token].undistributedLpFees,,False,0,0.02,success
HubPool_c,sub_to_add,diff,3,pooledTokens[l1Token].undistributedLpFees,,False,0,0.02,success
HubPool_c,sub_to_add,diff,6,pooledTokens[l1Token].undistributedLpFees,,False,0,0.02,success
HubPool_c,sub_to_add,overlap,10,pooledTokens[l1Token].undistributedLpFees,,False,0,0.02,success
HubPool_c,sub_to_add,overlap,15,pooledTokens[l1Token].undistributedLpFees,,False,0,0.02,success
HubPool_c,sub_to_add,overlap,1,pooledTokens[l1Token].undistributedLpFees,,False,0,0.02,success
HubPool_c,sub_to_add,overlap,3,pooledTokens[l1Token].undistributedLpFees,,False,0,0.02,success
HubPool_c,sub_to_add,overlap,6,pooledTokens[l1Token].undistributedLpFees,,False,0,0.02,success
HubPool_c,swap_add_sub,diff,10,pooledTokens[l1Token].undistributedLpFees,,False,0,0.02,success
HubPool_c,swap_add_sub,diff,15,pooledTokens[l1Token].undistributedLpFees,,False,0,0.03,success
HubPool_c,swap_add_sub,diff,1,pooledTokens[l1Token].undistributedLpFees,,False,0,0.02,success
HubPool_c,swap_add_sub,diff,3,pooledTokens[l1Token].undistributedLpFees,,False,0,0.02,success
HubPool_c,swap_add_sub,diff,6,pooledTokens[l1Token].undistributedLpFees,,False,0,0.02,success
HubPool_c,swap_add_sub,overlap,10,pooledTokens[l1Token].undistributedLpFees,,False,0,0.03,success
HubPool_c,swap_add_sub,overlap,15,pooledTokens[l1Token].undistributedLpFees,,False,0,0.03,success
HubPool_c,swap_add_sub,overlap,1,pooledTokens[l1Token].undistributedLpFees,,False,0,0.03,success
HubPool_c,swap_add_sub,overlap,3,pooledTokens[l1Token].undistributedLpFees,,False,0,0.02,success
HubPool_c,swap_add_sub,overlap,6,pooledTokens[l1Token].undistributedLpFees,,False,0,0.03,success
HubPool_c,swap_mul_div,diff,10,pooledTokens[l1Token].undistributedLpFees,,False,0,0.03,success
HubPool_c,swap_mul_div,diff,15,pooledTokens[l1Token].undistributedLpFees,,False,0,0.02,success
HubPool_c,swap_mul_div,diff,1,pooledTokens[l1Token].undistributedLpFees,,False,0,0.02,success
HubPool_c,swap_mul_div,diff,3,pooledTokens[l1Token].undistributedLpFees,,False,0,0.03,success
HubPool_c,swap_mul_div,diff,6,pooledTokens[l1Token].undistributedLpFees,,False,0,0.03,success
HubPool_c,swap_mul_div,overlap,10,pooledTokens[l1Token].undistributedLpFees,,False,0,0.02,success
HubPool_c,swap_mul_div,overlap,15,pooledTokens[l1Token].undistributedLpFees,,False,0,0.04,success
HubPool_c,swap_mul_div,overlap,1,pooledTokens[l1Token].undistributedLpFees,,False,0,0.03,success
HubPool_c,swap_mul_div,overlap,3,pooledTokens[l1Token].undistributedLpFees,,False,0,0.03,success
HubPool_c,swap_mul_div,overlap,6,pooledTokens[l1Token].undistributedLpFees,,False,0,0.02,success
Lock_c,add_to_sub,diff,10,_pending,,False,0,0.04,success
Lock_c,add_to_sub,diff,15,_pending,,False,0,0.02,success
Lock_c,add_to_sub,diff,1,_pending,,False,0,0.02,success
Lock_c,add_to_sub,diff,3,_pending,,False,0,0.02,success
Lock_c,add_to_sub,diff,6,_pending,,False,0,0.02,success
Lock_c,add_to_sub,overlap,10,_pending,,False,0,0.02,success
Lock_c,add_to_sub,overlap,15,_pending,,False,0,0.03,success
Lock_c,add_to_sub,overlap,1,_pending,,False,0,0.02,success
Lock_c,add_to_sub,overlap,3,_pending,,False,0,0.02,success
Lock_c,add_to_sub,overlap,6,_pending,,False,0,0.03,success
Lock_c,sub_to_add,diff,10,_pending,,False,0,0.03,success
Lock_c,sub_to_add,diff,15,_pending,,False,0,0.03,success
Lock_c,sub_to_add,diff,1,_pending,,False,0,0.02,success
Lock_c,sub_to_add,diff,3,_pending,,False,0,0.02,success
Lock_c,sub_to_add,diff,6,_pending,,False,0,0.02,success
Lock_c,sub_to_add,overlap,10,_pending,,False,0,0.02,success
Lock_c,sub_to_add,overlap,15,_pending,,False,0,0.03,success
Lock_c,sub_to_add,overlap,1,_pending,,False,0,0.03,success
Lock_c,sub_to_add,overlap,3,_pending,,False,0,0.03,success
Lock_c,sub_to_add,overlap,6,_pending,,False,0,0.03,success
Lock_c,swap_add_sub,diff,10,_pending,,False,0,0.02,success
Lock_c,swap_add_sub,diff,15,_pending,,False,0,0.03,success
Lock_c,swap_add_sub,diff,1,_pending,,False,0,0.02,success
Lock_c,swap_add_sub,diff,3,_pending,,False,0,0.03,success
Lock_c,swap_add_sub,diff,6,_pending,,False,0,0.03,success
Lock_c,swap_add_sub,overlap,10,_pending,,False,0,0.03,success
Lock_c,swap_add_sub,overlap,15,_pending,,False,0,0.03,success
Lock_c,swap_add_sub,overlap,1,_pending,,False,0,0.03,success
Lock_c,swap_add_sub,overlap,3,_pending,,False,0,0.03,success
Lock_c,swap_add_sub,overlap,6,_pending,,False,0,0.03,success
LockupContract_c,add_to_sub,diff,10,releasedAmount,,False,0,0.03,success
LockupContract_c,add_to_sub,diff,15,releasedAmount,,False,0,0.02,success
LockupContract_c,add_to_sub,diff,1,releasedAmount,,False,0,0.02,success
LockupContract_c,add_to_sub,diff,3,releasedAmount,,False,0,0.02,success
LockupContract_c,add_to_sub,diff,6,releasedAmount,,False,0,0.02,success
LockupContract_c,add_to_sub,overlap,10,releasedAmount,,False,0,0.02,success
LockupContract_c,add_to_sub,overlap,15,releasedAmount,,False,0,0.02,success
LockupContract_c,add_to_sub,overlap,1,releasedAmount,,False,0,0.02,success
LockupContract_c,add_to_sub,overlap,3,releasedAmount,,False,0,0.02,success
LockupContract_c,add_to_sub,overlap,6,releasedAmount,,False,0,0.02,success
LockupContract_c,original_has_division,diff,10,releasedAmount,,False,0,0.02,success
LockupContract_c,original_has_division,diff,15,releasedAmount,,False,0,0.02,success
LockupContract_c,original_has_division,diff,1,releasedAmount,,False,0,0.02,success
LockupContract_c,original_has_division,diff,3,releasedAmount,,False,0,0.02,success
LockupContract_c,original_has_division,diff,6,releasedAmount,,False,0,0.02,success
LockupContract_c,original_has_division,overlap,10,releasedAmount,,False,0,0.01,success
LockupContract_c,original_has_division,overlap,15,releasedAmount,,False,0,0.02,success
LockupContract_c,original_has_division,overlap,1,releasedAmount,,False,0,0.01,success
LockupContract_c,original_has_division,overlap,3,releasedAmount,,False,0,0.02,success
LockupContract_c,original_has_division,overlap,6,releasedAmount,,False,0,0.02,success
LockupContract_c,sub_to_add,diff,10,releasedAmount,,False,0,0.02,success
LockupContract_c,sub_to_add,diff,15,releasedAmount,,False,0,0.01,success
LockupContract_c,sub_to_add,diff,1,releasedAmount,,False,0,0.02,success
LockupContract_c,sub_to_add,diff,3,releasedAmount,,False,0,0.02,success
LockupContract_c,sub_to_add,diff,6,releasedAmount,,False,0,0.02,success
LockupContract_c,sub_to_add,overlap,10,releasedAmount,,False,0,0.02,success
LockupContract_c,sub_to_add,overlap,15,releasedAmount,,False,0,0.02,success
LockupContract_c,sub_to_add,overlap,1,releasedAmount,,False,0,0.02,success
LockupContract_c,sub_to_add,overlap,3,releasedAmount,,False,0,0.01,success
LockupContract_c,sub_to_add,overlap,6,releasedAmount,,False,0,0.02,success
LockupContract_c,swap_add_sub,diff,10,releasedAmount,,False,0,0.02,success
LockupContract_c,swap_add_sub,diff,15,releasedAmount,,False,0,0.02,success
LockupContract_c,swap_add_sub,diff,1,releasedAmount,,False,0,0.02,success
LockupContract_c,swap_add_sub,diff,3,releasedAmount,,False,0,0.02,success
LockupContract_c,swap_add_sub,diff,6,releasedAmount,,False,0,0.02,success
LockupContract_c,swap_add_sub,overlap,10,releasedAmount,,False,0,0.02,success
LockupContract_c,swap_add_sub,overlap,15,releasedAmount,,False,0,0.02,success
LockupContract_c,swap_add_sub,overlap,1,releasedAmount,,False,0,0.02,success
LockupContract_c,swap_add_sub,overlap,3,releasedAmount,,False,0,0.02,success
LockupContract_c,swap_add_sub,overlap,6,releasedAmount,,False,0,0.02,success
LockupContract_c,swap_mul_div,diff,10,releasedAmount,,False,0,0.02,success
LockupContract_c,swap_mul_div,diff,15,releasedAmount,,False,0,0.02,success
LockupContract_c,swap_mul_div,diff,1,releasedAmount,,False,0,0.02,success
LockupContract_c,swap_mul_div,diff,3,releasedAmount,,False,0,0.02,success
LockupContract_c,swap_mul_div,diff,6,releasedAmount,,False,0,0.02,success
LockupContract_c,swap_mul_div,overlap,10,releasedAmount,,False,0,0.02,success
LockupContract_c,swap_mul_div,overlap,15,releasedAmount,,False,0,0.02,success
LockupContract_c,swap_mul_div,overlap,1,releasedAmount,,False,0,0.02,success
LockupContract_c,swap_mul_div,overlap,3,releasedAmount,,False,0,0.02,success
LockupContract_c,swap_mul_div,overlap,6,releasedAmount,,False,0,0.02,success
PoolKeeper_c,add_to_sub,diff,10,keeperTip,,False,0,0.02,success
PoolKeeper_c,add_to_sub,diff,15,keeperTip,,False,0,0.02,success
PoolKeeper_c,add_to_sub,diff,1,keeperTip,,False,0,0.02,success
PoolKeeper_c,add_to_sub,diff,3,keeperTip,,False,0,0.02,success
PoolKeeper_c,add_to_sub,diff,6,keeperTip,,False,0,0.02,success
PoolKeeper_c,add_to_sub,overlap,10,keeperTip,,False,0,0.02,success
PoolKeeper_c,add_to_sub,overlap,15,keeperTip,,False,0,0.02,success
PoolKeeper_c,add_to_sub,overlap,1,keeperTip,,False,0,0.02,success
PoolKeeper_c,add_to_sub,overlap,3,keeperTip,,False,0,0.02,success
PoolKeeper_c,add_to_sub,overlap,6,keeperTip,,False,0,0.02,success
PoolKeeper_c,original_has_division,diff,10,keeperTip,,False,0,0.02,success
PoolKeeper_c,original_has_division,diff,15,keeperTip,,False,0,0.02,success
PoolKeeper_c,original_has_division,diff,1,keeperTip,,False,0,0.02,success
PoolKeeper_c,original_has_division,diff,3,keeperTip,,False,0,0.02,success
PoolKeeper_c,original_has_division,diff,6,keeperTip,,False,0,0.02,success
PoolKeeper_c,original_has_division,overlap,10,keeperTip,,False,0,0.02,success
PoolKeeper_c,original_has_division,overlap,15,keeperTip,,False,0,0.02,success
PoolKeeper_c,original_has_division,overlap,1,keeperTip,,False,0,0.02,success
PoolKeeper_c,original_has_division,overlap,3,keeperTip,,False,0,0.02,success
PoolKeeper_c,original_has_division,overlap,6,keeperTip,,False,0,0.02,success
PoolKeeper_c,swap_add_sub,diff,10,keeperTip,,False,0,0.02,success
PoolKeeper_c,swap_add_sub,diff,15,keeperTip,,False,0,0.02,success
PoolKeeper_c,swap_add_sub,diff,1,keeperTip,,False,0,0.02,success
PoolKeeper_c,swap_add_sub,diff,3,keeperTip,,False,0,0.02,success
PoolKeeper_c,swap_add_sub,diff,6,keeperTip,,False,0,0.02,success
PoolKeeper_c,swap_add_sub,overlap,10,keeperTip,,False,0,0.02,success
PoolKeeper_c,swap_add_sub,overlap,15,keeperTip,,False,0,0.02,success
PoolKeeper_c,swap_add_sub,overlap,1,keeperTip,,False,0,0.02,success
PoolKeeper_c,swap_add_sub,overlap,3,keeperTip,,False,0,0.03,success
PoolKeeper_c,swap_add_sub,overlap,6,keeperTip,,False,0,0.03,success
PoolKeeper_c,swap_mul_div,diff,10,keeperTip,,False,0,0.03,success
PoolKeeper_c,swap_mul_div,diff,15,keeperTip,,False,0,0.03,success
PoolKeeper_c,swap_mul_div,diff,1,keeperTip,,False,0,0.02,success
PoolKeeper_c,swap_mul_div,diff,3,keeperTip,,False,0,0.03,success
PoolKeeper_c,swap_mul_div,diff,6,keeperTip,,False,0,0.02,success
PoolKeeper_c,swap_mul_div,overlap,10,keeperTip,,False,0,0.02,success
PoolKeeper_c,swap_mul_div,overlap,15,keeperTip,,False,0,0.02,success
PoolKeeper_c,swap_mul_div,overlap,1,keeperTip,,False,0,0.03,success
PoolKeeper_c,swap_mul_div,overlap,3,keeperTip,,False,0,0.03,success
PoolKeeper_c,swap_mul_div,overlap,6,keeperTip,,False,0,0.03,success
ThorusBond_c,original_has_division,diff,10,return,,False,0,0.03,success
ThorusBond_c,original_has_division,diff,15,return,,False,0,0.02,success
ThorusBond_c,original_has_division,diff,1,return,,False,0,0.02,success
ThorusBond_c,original_has_division,diff,3,return,,False,0,0.02,success
ThorusBond_c,original_has_division,diff,6,return,,False,0,0.02,success
ThorusBond_c,original_has_division,overlap,10,return,,False,0,0.01,success
ThorusBond_c,original_has_division,overlap,15,return,,False,0,0.02,success
ThorusBond_c,original_has_division,overlap,1,return,,False,0,0.02,success
ThorusBond_c,original_has_division,overlap,3,return,,False,0,0.02,success
ThorusBond_c,original_has_division,overlap,6,return,,False,0,0.02,success
ThorusBond_c,swap_mul_div,diff,10,return,,False,0,0.02,success
ThorusBond_c,swap_mul_div,diff,15,return,,False,0,0.02,success
ThorusBond_c,swap_mul_div,diff,1,return,,False,0,0.02,success
ThorusBond_c,swap_mul_div,diff,3,return,,False,0,0.02,success
ThorusBond_c,swap_mul_div,diff,6,return,,False,0,0.02,success
ThorusBond_c,swap_mul_div,overlap,10,return,,False,0,0.02,success
ThorusBond_c,swap_mul_div,overlap,15,return,,False,0,0.02,success
ThorusBond_c,swap_mul_div,overlap,1,return,,False,0,0.02,success
ThorusBond_c,swap_mul_div,overlap,3,return,,False,0,0.02,success
ThorusBond_c,swap_mul_div,overlap,6,return,,False,0,0.02,success
