contract_name,interval,run_id,latency_s,success,error
AloeBlend,5,2,0.05863419999877806,True,
Amoss,5,2,0.06298400000014226,True,
AOC_BEP,5,2,1.3022501000014017,True,
ATIDStaking,5,2,0.31413379999867175,True,
AvatarArtMarketPlace,5,2,2.4201890000003914,True,
Balancer,5,2,1.4549191000005521,True,
BitBookStake,5,2,0.036629999998694984,True,
CitrusToken,5,2,0.059873300000617746,True,
Claim,5,2,0.058787400001165224,True,
Core,5,2,0.6736453999983496,True,
CoreVoting,5,2,0.050043100000038976,True,
Dai,5,2,0.146943799998553,True,
DapiServer,5,2,0.07512209999913466,True,
DeltaNeutralPancakeWorker02,5,2,0.15068309999696794,True,
Dripper,5,2,0.021666700002242578,True,
Edentoken,5,2,0.1636246999987634,True,
GovStakingStorage,5,2,0.08388650000051712,True,
GreenHouse,5,2,0.05731939999895985,True,
HubPool,5,2,0.11954450000121142,True,
Lock,5,2,0.1975267999987409,True,
LockupContract,5,2,0.06865839999954915,True,
Meter_flat,5,2,0.056232599999930244,True,
MockChainlinkOracle,5,2,0.06662649999998393,True,
OptimisticGrants,5,2,0.1155058000003919,True,
PercentageFeeModel,5,2,0.21329310000146506,True,
PoolKeeper,5,2,0.06531519999771263,True,
ThorusBond,5,2,0.055525600000692066,True,
ThorusLottery,5,2,0.06986450000113109,True,
TimeLockPool,5,2,0.18894129999898723,True,
WASTR,5,2,0.1684425999992527,True,
