contract_name,interval,run_id,latency_s,success,error
AloeBlend,10,8,0.05576920000021346,True,
Amoss,10,8,0.06274649999977555,True,
AOC_BEP,10,8,1.3098347000013746,True,
ATIDStaking,10,8,0.3028288000023167,True,
AvatarArtMarketPlace,10,8,3.174061599998822,True,
Balancer,10,8,1.5225013999988732,True,
BitBookStake,10,8,0.03510939999978291,True,
CitrusToken,10,8,0.0403108999998949,True,
Claim,10,8,0.0568569999995816,True,
Core,10,8,1.0821357000022545,True,
CoreVoting,10,8,0.0511240000014368,True,
Dai,10,8,0.15473109999948065,True,
DapiServer,10,8,0.07777849999911268,True,
DeltaNeutralPancakeWorker02,10,8,0.15504560000044876,True,
Dripper,10,8,0.021116500000061933,True,
Edentoken,10,8,0.131859599998279,True,
GovStakingStorage,10,8,0.09728849999737577,True,
GreenHouse,10,8,0.08424010000089766,True,
HubPool,10,8,0.1188092999982473,True,
Lock,10,8,0.194102199999179,True,
LockupContract,10,8,0.07046020000052522,True,
Meter_flat,10,8,0.05882490000294638,True,
MockChainlinkOracle,10,8,0.07040589999814983,True,
OptimisticGrants,10,8,0.09828720000223257,True,
PercentageFeeModel,10,8,0.24118540000199573,True,
PoolKeeper,10,8,0.054224199997406686,True,
ThorusBond,10,8,0.05170400000133668,True,
ThorusLottery,10,8,0.07359279999946011,True,
TimeLockPool,10,8,0.18059940000239294,True,
WASTR,10,8,0.15809050000098068,True,
