contract_name,interval,num_runs,mean_latency_s,median_latency_s,stdev_latency_s,min_latency_s,max_latency_s,success_rate
AOC_BEP,0,1,1.2172019999998156,1.2172019999998156,0,1.2172019999998156,1.2172019999998156,1.0
ATIDStaking,0,1,0.2896236000015051,0.2896236000015051,0,0.2896236000015051,0.2896236000015051,1.0
AloeBlend,0,1,0.08368719999998575,0.08368719999998575,0,0.08368719999998575,0.08368719999998575,1.0
Amoss,0,1,0.0957842999996501,0.0957842999996501,0,0.0957842999996501,0.0957842999996501,1.0
AvatarArtMarketPlace,0,1,1.8429304999990563,1.8429304999990563,0,1.8429304999990563,1.8429304999990563,1.0
Balancer,0,1,1.9353794999988168,1.9353794999988168,0,1.9353794999988168,1.9353794999988168,1.0
BitBookStake,0,1,0.027602699999988545,0.027602699999988545,0,0.027602699999988545,0.027602699999988545,1.0
CitrusToken,0,1,0.04551720000017667,0.04551720000017667,0,0.04551720000017667,0.04551720000017667,1.0
Claim,0,1,0.06731500000023516,0.06731500000023516,0,0.06731500000023516,0.06731500000023516,1.0
Core,0,1,0.42048129999966477,0.42048129999966477,0,0.42048129999966477,0.42048129999966477,1.0
CoreVoting,0,1,0.06610219999856781,0.06610219999856781,0,0.06610219999856781,0.06610219999856781,1.0
Dai,0,1,0.17750089999753982,0.17750089999753982,0,0.17750089999753982,0.17750089999753982,1.0
DapiServer,0,1,0.12087049999900046,0.12087049999900046,0,0.12087049999900046,0.12087049999900046,1.0
DeltaNeutralPancakeWorker02,0,1,0.14724690000002738,0.14724690000002738,0,0.14724690000002738,0.14724690000002738,1.0
Dripper,0,1,0.02096729999902891,0.02096729999902891,0,0.02096729999902891,0.02096729999902891,1.0
Edentoken,0,1,0.12583989999984624,0.12583989999984624,0,0.12583989999984624,0.12583989999984624,1.0
GovStakingStorage,0,1,0.08152269999845885,0.08152269999845885,0,0.08152269999845885,0.08152269999845885,1.0
GreenHouse,0,1,0.059034099998825695,0.059034099998825695,0,0.059034099998825695,0.059034099998825695,1.0
HubPool,0,1,0.12031040000147186,0.12031040000147186,0,0.12031040000147186,0.12031040000147186,1.0
Lock,0,1,0.19992950000232668,0.19992950000232668,0,0.19992950000232668,0.19992950000232668,1.0
LockupContract,0,1,0.09101000000009662,0.09101000000009662,0,0.09101000000009662,0.09101000000009662,1.0
Meter_flat,0,1,0.0560540000005858,0.0560540000005858,0,0.0560540000005858,0.0560540000005858,1.0
MockChainlinkOracle,0,1,0.06793829999878653,0.06793829999878653,0,0.06793829999878653,0.06793829999878653,1.0
OptimisticGrants,0,1,0.09651449999728356,0.09651449999728356,0,0.09651449999728356,0.09651449999728356,1.0
PercentageFeeModel,0,1,0.21020470000075875,0.21020470000075875,0,0.21020470000075875,0.21020470000075875,1.0
PoolKeeper,0,1,0.05145579999953043,0.05145579999953043,0,0.05145579999953043,0.05145579999953043,1.0
ThorusBond,0,1,0.052015200002642814,0.052015200002642814,0,0.052015200002642814,0.052015200002642814,1.0
ThorusLottery,0,1,0.06451019999803975,0.06451019999803975,0,0.06451019999803975,0.06451019999803975,1.0
TimeLockPool,0,1,0.22581549999813433,0.22581549999813433,0,0.22581549999813433,0.22581549999813433,1.0
WASTR,0,1,0.17818420000185142,0.17818420000185142,0,0.17818420000185142,0.17818420000185142,1.0
